waiting_num,holiday_or_peak_season,journey_month,target,holiday_waiting_interaction
0,0,5,0,0
0,0,5,1,0
87,1,5,0,87
20,0,5,1,0
0,0,5,1,0
19,1,5,1,19
0,1,5,1,0
0,1,5,1,0
13,1,5,1,13
0,0,5,1,0
0,0,5,1,0
0,0,5,1,0
0,0,5,1,0
0,1,5,1,0
126,0,5,0,0
0,1,5,1,0
0,0,5,1,0
0,1,5,1,0
0,0,5,1,0
0,0,5,1,0
138,0,5,0,0
0,1,5,1,0
0,0,5,1,0
160,1,5,0,160
0,0,6,1,0
0,0,6,1,0
106,1,6,0,106
0,0,6,1,0
0,0,6,1,0
0,0,6,1,0
41,1,6,1,41
0,1,6,1,0
182,1,6,0,182
0,1,6,1,0
0,1,6,1,0
0,1,6,1,0
42,1,6,1,42
0,1,6,1,0
0,0,6,1,0
0,0,6,1,0
40,1,6,1,40
192,0,6,0,0
48,0,6,1,0
0,0,6,1,0
119,0,6,0,0
0,1,6,1,0
0,0,6,1,0
0,0,6,1,0
168,0,6,0,0
0,1,6,1,0
199,1,6,0,199
0,0,6,1,0
47,1,6,1,47
0,0,6,1,0
0,1,7,1,0
0,1,7,1,0
176,0,7,0,0
96,1,7,1,96
0,0,7,1,0
0,0,7,1,0
0,1,7,1,0
42,1,7,1,42
0,0,7,1,0
46,0,7,1,0
0,1,7,1,0
0,1,7,1,0
0,0,7,1,0
0,0,7,1,0
0,1,7,1,0
73,0,7,0,0
9,0,7,1,0
0,0,7,1,0
66,1,7,1,66
0,0,7,1,0
53,1,7,1,53
0,0,7,1,0
4,1,7,1,4
0,0,7,1,0
16,0,7,1,0
0,1,7,0,0
0,0,7,1,0
22,1,7,1,22
0,0,7,1,0
138,0,7,0,0
0,1,7,1,0
0,1,8,1,0
0,0,8,1,0
155,0,8,0,0
0,0,8,1,0
0,1,8,1,0
153,0,8,0,0
102,0,8,1,0
0,1,8,1,0
144,0,8,0,0
182,0,8,0,0
0,1,8,1,0
0,1,8,1,0
0,1,8,1,0
0,1,8,1,0
0,0,8,1,0
0,0,8,1,0
0,1,8,1,0
126,1,8,0,126
34,1,8,1,34
0,1,8,1,0
50,0,8,1,0
0,0,8,1,0
28,1,8,1,28
0,0,8,1,0
0,0,8,1,0
0,0,8,1,0
16,0,8,1,0
0,0,8,1,0
69,0,8,1,0
0,0,8,1,0
28,0,8,1,0
146,0,9,0,0
0,0,9,1,0
0,1,9,1,0
0,0,9,1,0
0,0,9,1,0
8,1,9,1,8
2,0,9,1,0
12,1,9,1,12
0,1,9,1,0
0,0,9,1,0
0,0,9,1,0
0,1,9,1,0
0,1,9,1,0
103,0,9,0,0
100,0,9,0,0
48,0,9,1,0
0,1,9,1,0
0,0,9,1,0
0,0,9,1,0
0,1,9,1,0
61,1,9,1,61
0,0,9,1,0
0,0,9,1,0
0,1,9,1,0
0,1,9,1,0
0,1,9,1,0
0,0,9,1,0
23,0,9,1,0
0,0,9,1,0
0,1,9,1,0
0,0,10,0,0
0,1,10,1,0
28,1,10,1,28
0,1,10,1,0
0,1,10,1,0
17,1,10,1,17
138,0,10,0,0
185,0,10,0,0
0,0,10,1,0
0,0,10,0,0
0,1,10,1,0
0,0,10,1,0
16,0,10,1,0
164,0,10,0,0
0,1,10,1,0
0,0,10,1,0
37,0,10,1,0
89,1,10,0,89
0,1,10,1,0
0,0,10,1,0
0,1,10,1,0
0,0,10,1,0
0,1,10,1,0
0,0,10,1,0
0,1,10,1,0
0,0,10,1,0
0,0,10,1,0
0,1,10,1,0
80,1,10,1,80
0,0,10,1,0
0,1,10,1,0
13,0,11,1,0
0,1,11,1,0
0,1,11,1,0
0,0,11,1,0
108,1,11,0,108
0,1,11,1,0
67,0,11,1,0
0,0,11,0,0
182,1,11,0,182
0,0,11,1,0
0,0,11,1,0
57,1,11,0,57
0,1,11,1,0
0,0,11,1,0
60,1,11,1,60
0,0,11,1,0
135,1,11,0,135
0,1,11,1,0
0,1,11,1,0
106,1,11,0,106
0,0,11,1,0
37,0,11,1,0
8,0,11,1,0
0,1,11,1,0
0,0,11,1,0
0,1,11,1,0
114,1,11,0,114
121,1,11,0,121
0,0,11,1,0
146,1,11,0,146
0,1,12,1,0
0,1,12,1,0
85,0,12,1,0
0,1,12,1,0
0,1,12,1,0
0,0,12,1,0
146,1,12,0,146
0,0,12,1,0
0,1,12,1,0
153,1,12,0,153
0,0,12,1,0
0,1,12,1,0
171,0,12,0,0
0,0,12,1,0
0,1,12,1,0
0,0,12,1,0
0,0,12,1,0
0,0,12,1,0
114,1,12,1,114
0,0,12,1,0
0,0,12,1,0
0,1,12,1,0
0,0,12,1,0
0,0,12,1,0
0,0,12,1,0
0,1,12,1,0
0,0,12,1,0
0,1,12,1,0
0,1,12,1,0
0,0,12,0,0
117,1,12,0,117
0,1,1,1,0
0,1,1,1,0
0,0,1,1,0
0,0,1,1,0
12,1,1,1,12
0,1,1,1,0
0,1,1,1,0
0,0,1,1,0
0,0,1,1,0
97,1,1,1,97
0,0,1,1,0
0,1,1,1,0
0,0,1,1,0
74,1,1,1,74
0,0,1,1,0
78,0,1,0,0
0,1,1,1,0
0,0,1,1,0
89,0,1,1,0
0,0,1,1,0
0,1,1,1,0
29,0,1,1,0
0,0,1,1,0
0,1,1,1,0
79,0,1,0,0
76,0,1,1,0
0,1,1,1,0
0,1,1,1,0
93,0,1,0,0
0,1,1,1,0
158,0,1,0,0
100,0,2,1,0
0,1,2,1,0
68,0,2,1,0
5,0,2,1,0
0,1,2,1,0
54,0,2,1,0
0,0,2,1,0
39,1,2,1,39
37,0,2,1,0
68,0,2,1,0
0,0,2,1,0
0,1,2,1,0
151,0,2,0,0
0,1,2,1,0
0,0,2,1,0
0,1,2,1,0
0,0,2,1,0
0,1,2,1,0
98,1,2,1,98
57,0,2,0,0
112,0,2,0,0
0,0,2,1,0
0,1,2,1,0
168,0,2,0,0
0,0,2,1,0
0,0,2,1,0
0,1,2,1,0
18,0,2,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
187,1,3,0,187
0,1,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
195,1,3,0,195
0,1,3,1,0
0,0,3,0,0
0,1,3,1,0
152,0,3,0,0
0,0,3,1,0
0,1,3,1,0
199,0,3,0,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
119,1,3,0,119
172,1,3,0,172
0,0,3,0,0
151,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,1,3,1,0
0,1,3,1,0
81,1,3,1,81
0,0,3,1,0
90,1,3,0,90
74,1,3,0,74
0,0,4,0,0
83,0,4,1,0
0,1,4,1,0
0,1,4,1,0
0,1,4,1,0
0,0,4,1,0
44,1,4,0,44
0,1,4,1,0
0,1,4,1,0
0,0,4,1,0
0,0,4,1,0
0,1,4,1,0
0,0,4,1,0
89,0,4,0,0
0,0,4,1,0
0,0,4,1,0
164,1,4,0,164
72,1,4,1,72
0,1,4,1,0
0,0,4,1,0
0,1,4,1,0
0,0,4,1,0
7,1,4,1,7
0,1,4,1,0
0,1,4,1,0
0,0,4,1,0
0,0,4,1,0
0,1,4,0,0
142,0,4,0,0
91,1,4,0,91
121,1,5,0,121
0,1,5,1,0
124,0,5,0,0
92,0,5,0,0
0,0,5,1,0
72,1,5,1,72
0,1,5,1,0
0,1,5,1,0
139,0,5,0,0
0,1,5,1,0
0,1,5,1,0
0,1,5,0,0
108,1,5,0,108
101,0,5,0,0
30,1,5,1,30
0,1,5,1,0
0,1,5,1,0
0,1,5,1,0
0,0,5,1,0
0,1,5,1,0
0,0,5,1,0
0,0,5,1,0
132,1,5,0,132
0,0,5,0,0
0,1,5,1,0
0,1,5,1,0
0,1,5,1,0
42,1,5,1,42
0,1,5,1,0
0,1,5,1,0
0,1,5,1,0
0,1,6,1,0
103,0,6,0,0
33,0,6,1,0
0,0,6,1,0
0,0,6,1,0
0,0,6,1,0
0,0,6,1,0
0,0,6,1,0
0,0,6,1,0
25,1,6,1,25
0,1,6,1,0
0,1,6,1,0
0,1,6,1,0
161,0,6,0,0
0,0,6,1,0
0,0,6,1,0
0,1,6,1,0
0,0,6,1,0
0,0,6,1,0
0,0,6,1,0
163,1,6,0,163
41,0,6,1,0
79,0,6,1,0
0,1,6,1,0
0,1,6,1,0
68,1,6,1,68
0,1,6,1,0
0,0,6,1,0
0,0,6,1,0
0,1,6,1,0
0,1,7,1,0
93,0,7,1,0
190,0,7,0,0
0,1,7,1,0
0,1,7,1,0
110,0,7,0,0
0,0,7,1,0
0,0,7,1,0
0,1,7,1,0
0,0,7,1,0
28,0,7,1,0
0,1,7,1,0
0,1,7,1,0
0,0,7,0,0
17,0,7,1,0
0,1,7,1,0
0,1,7,1,0
153,1,7,0,153
28,0,7,1,0
33,0,7,1,0
0,1,7,1,0
188,1,7,0,188
0,1,7,1,0
0,0,7,1,0
0,0,7,1,0
0,1,7,1,0
0,1,7,1,0
0,0,7,1,0
0,0,7,1,0
0,1,7,1,0
0,1,7,1,0
178,1,8,0,178
0,0,8,1,0
0,0,8,1,0
0,1,8,1,0
0,1,8,1,0
199,0,8,0,0
0,0,8,1,0
88,0,8,0,0
0,1,8,1,0
169,1,8,0,169
197,0,8,0,0
0,1,8,1,0
0,1,8,1,0
0,1,8,1,0
0,0,8,1,0
0,1,8,1,0
56,0,8,1,0
52,1,8,0,52
0,0,8,1,0
153,0,8,0,0
0,0,8,1,0
0,1,8,1,0
0,0,8,1,0
99,1,8,0,99
179,0,8,0,0
0,0,8,1,0
15,0,8,1,0
0,1,8,1,0
0,1,8,1,0
0,0,8,1,0
0,0,8,1,0
123,1,9,0,123
23,0,9,1,0
163,1,9,0,163
0,1,9,1,0
0,0,9,1,0
0,1,9,1,0
0,0,9,1,0
105,1,9,0,105
0,1,9,1,0
111,0,9,0,0
74,1,9,1,74
28,1,9,1,28
3,0,9,1,0
0,1,9,1,0
0,1,9,1,0
0,1,9,1,0
0,0,9,1,0
179,0,9,0,0
0,0,9,1,0
0,0,9,1,0
0,1,9,1,0
0,1,9,1,0
0,1,9,1,0
15,0,9,1,0
0,0,9,1,0
42,0,9,1,0
26,1,9,1,26
0,1,9,1,0
9,1,9,1,9
54,1,9,1,54
0,0,10,1,0
0,0,10,1,0
96,1,10,0,96
0,1,10,0,0
0,1,10,1,0
0,0,10,1,0
0,0,10,1,0
0,0,10,1,0
0,0,10,1,0
170,0,10,0,0
122,1,10,0,122
45,1,10,1,45
0,1,10,1,0
0,1,10,1,0
0,1,10,1,0
0,0,10,1,0
19,1,10,1,19
0,0,10,1,0
0,1,10,1,0
0,0,10,1,0
53,0,10,1,0
0,0,10,1,0
0,1,10,1,0
0,1,10,1,0
0,1,10,1,0
0,1,10,1,0
112,0,10,0,0
0,1,10,1,0
0,0,10,1,0
0,1,10,1,0
131,0,10,0,0
184,0,11,0,0
64,1,11,1,64
98,0,11,0,0
0,0,11,1,0
0,0,11,1,0
39,0,11,1,0
4,1,11,1,4
8,0,11,1,0
0,0,11,1,0
0,0,11,1,0
0,1,11,1,0
0,1,11,1,0
0,0,11,1,0
0,0,11,1,0
1,1,11,1,1
0,1,11,0,0
38,1,11,1,38
0,0,11,1,0
0,0,11,1,0
85,1,11,0,85
0,1,11,1,0
0,1,11,1,0
197,1,11,0,197
0,0,11,1,0
155,0,11,0,0
0,0,11,1,0
2,1,11,1,2
0,0,11,1,0
0,0,11,0,0
0,1,11,1,0
198,1,12,0,198
131,0,12,0,0
0,0,12,1,0
0,1,12,1,0
0,1,12,1,0
0,1,12,1,0
0,1,12,1,0
0,1,12,1,0
0,0,12,1,0
127,0,12,0,0
0,0,12,1,0
110,1,12,0,110
0,0,12,1,0
0,0,12,1,0
0,1,12,1,0
0,0,12,1,0
0,1,12,1,0
11,0,12,1,0
0,1,12,1,0
96,1,12,1,96
0,1,12,1,0
0,1,12,1,0
0,0,12,1,0
35,0,12,1,0
0,0,12,1,0
40,0,12,1,0
0,1,12,1,0
0,1,12,1,0
0,1,12,1,0
74,0,12,1,0
0,1,12,1,0
125,0,1,0,0
0,0,1,1,0
0,0,1,1,0
0,1,1,1,0
0,0,1,1,0
55,1,1,0,55
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
0,0,1,1,0
0,0,1,1,0
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
9,0,1,0,0
103,1,1,0,103
0,0,1,1,0
0,0,1,1,0
17,1,1,1,17
0,0,1,1,0
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
152,0,1,0,0
18,1,1,1,18
0,0,1,1,0
0,1,1,1,0
178,1,1,0,178
0,0,1,1,0
180,1,1,0,180
111,0,2,0,0
50,1,2,1,50
20,1,2,1,20
0,0,2,1,0
0,1,2,1,0
0,0,2,1,0
0,1,2,1,0
53,1,2,1,53
0,0,2,1,0
132,1,2,1,132
0,1,2,1,0
16,0,2,1,0
0,0,2,1,0
0,1,2,1,0
66,1,2,1,66
0,1,2,1,0
0,1,2,1,0
0,1,2,1,0
0,0,2,0,0
0,0,2,1,0
0,1,2,1,0
0,1,2,1,0
0,1,2,1,0
0,0,2,1,0
0,0,2,1,0
135,0,2,0,0
0,1,2,1,0
0,1,2,0,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
127,0,3,1,0
0,0,3,1,0
114,0,3,0,0
0,0,3,1,0
112,1,3,0,112
0,1,3,1,0
187,1,3,0,187
0,1,3,1,0
46,1,3,1,46
0,0,3,1,0
92,0,3,1,0
0,0,3,1,0
0,1,3,1,0
139,0,3,0,0
0,1,3,1,0
0,0,3,1,0
12,1,3,1,12
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,1,3,1,0
0,0,3,1,0
0,1,3,1,0
0,0,3,1,0
0,0,3,1,0
177,1,3,0,177
0,0,3,1,0
199,0,3,0,0
0,0,4,1,0
0,0,4,1,0
19,1,4,1,19
0,0,4,1,0
34,0,4,1,0
78,1,4,0,78
18,0,4,0,0
0,0,4,1,0
0,0,4,1,0
0,1,4,1,0
169,0,4,0,0
0,0,4,1,0
0,1,4,1,0
191,1,4,0,191
147,0,4,0,0
0,1,4,1,0
0,0,4,1,0
16,0,4,1,0
0,0,4,0,0
19,0,4,1,0
0,1,4,1,0
59,1,4,1,59
143,1,4,0,143
0,0,4,1,0
0,0,4,1,0
8,1,4,0,8
0,1,4,1,0
0,0,4,1,0
126,0,4,0,0
0,1,4,1,0
0,0,5,1,0
0,1,5,1,0
166,0,5,1,0
0,0,5,1,0
0,0,5,1,0
0,0,5,1,0
192,1,5,0,192
0,1,5,1,0
0,0,5,1,0
0,1,5,1,0
179,1,5,0,179
0,0,5,1,0
127,1,5,0,127
19,1,5,1,19
0,1,5,1,0
0,1,5,1,0
120,0,5,0,0
0,1,5,1,0
0,1,5,1,0
0,0,5,1,0
0,1,5,1,0
5,0,5,1,0
0,1,5,1,0
0,1,5,1,0
0,1,5,1,0
0,1,5,1,0
0,1,5,1,0
0,1,5,1,0
45,0,5,1,0
199,1,5,0,199
0,0,5,1,0
0,1,6,1,0
97,1,6,1,97
0,0,6,1,0
71,0,6,1,0
0,1,6,1,0
25,1,6,1,25
130,1,6,0,130
0,1,6,1,0
0,1,6,1,0
0,1,6,1,0
0,1,6,1,0
0,0,6,0,0
0,0,6,1,0
0,1,6,1,0
0,0,6,1,0
0,0,6,1,0
0,1,6,1,0
0,0,6,1,0
0,1,6,1,0
0,0,6,1,0
0,0,6,1,0
0,0,6,1,0
31,0,6,1,0
0,0,6,1,0
0,1,6,1,0
53,0,6,1,0
0,0,6,1,0
90,0,6,0,0
0,0,6,1,0
0,0,6,1,0
29,1,7,0,29
0,1,7,1,0
22,1,7,1,22
0,0,7,1,0
0,1,7,1,0
0,0,7,1,0
0,1,7,1,0
0,1,7,1,0
0,1,7,1,0
67,1,7,0,67
0,0,7,1,0
0,0,7,1,0
7,0,7,1,0
0,1,7,1,0
43,0,7,0,0
0,0,7,1,0
13,0,7,1,0
0,0,7,1,0
0,0,7,1,0
58,0,7,0,0
0,1,7,1,0
197,0,7,0,0
0,0,7,1,0
23,0,7,1,0
0,0,7,1,0
0,1,7,1,0
25,1,7,1,25
11,0,7,1,0
0,1,7,1,0
0,0,7,1,0
0,0,7,1,0
92,1,8,1,92
0,0,8,1,0
0,1,8,1,0
0,1,8,1,0
56,1,8,1,56
0,0,8,1,0
0,0,8,1,0
0,0,8,1,0
40,1,8,1,40
91,1,8,1,91
0,1,8,1,0
0,0,8,1,0
0,0,8,1,0
0,1,8,1,0
136,1,8,0,136
0,1,8,1,0
0,1,8,1,0
0,1,8,1,0
0,1,8,1,0
0,0,8,1,0
0,1,8,1,0
0,0,8,1,0
49,0,8,1,0
0,0,8,1,0
0,1,8,1,0
0,1,8,1,0
5,1,8,1,5
0,1,8,1,0
0,1,8,1,0
77,0,8,1,0
20,0,8,1,0
0,0,9,1,0
0,0,9,1,0
0,1,9,1,0
96,0,9,1,0
0,1,9,1,0
0,0,9,1,0
0,0,9,1,0
136,1,9,0,136
0,1,9,1,0
72,1,9,1,72
163,1,9,0,163
0,0,9,1,0
0,1,9,1,0
0,1,9,1,0
0,0,9,1,0
109,0,9,1,0
0,0,9,1,0
121,0,9,0,0
0,0,9,1,0
146,1,9,0,146
0,0,9,1,0
0,0,9,1,0
21,0,9,1,0
191,1,9,0,191
0,0,9,1,0
172,1,9,0,172
30,1,9,1,30
0,1,9,1,0
0,0,9,1,0
0,1,9,1,0
83,1,10,1,83
0,0,10,1,0
179,1,10,0,179
0,1,10,1,0
0,0,10,1,0
0,0,10,1,0
0,0,10,1,0
0,0,10,1,0
0,1,10,1,0
58,1,10,1,58
0,0,10,1,0
0,1,10,1,0
0,1,10,1,0
103,1,10,0,103
0,1,10,1,0
0,1,10,1,0
0,0,10,1,0
0,0,10,1,0
0,0,10,1,0
0,1,10,1,0
105,0,10,0,0
0,0,10,1,0
0,0,10,1,0
16,0,10,1,0
0,0,10,1,0
0,1,10,1,0
0,0,10,1,0
0,1,10,1,0
0,1,10,1,0
0,0,10,0,0
196,0,10,0,0
0,1,11,1,0
161,1,11,0,161
0,1,11,1,0
0,0,11,1,0
107,1,11,0,107
0,1,11,1,0
12,0,11,1,0
165,0,11,0,0
0,0,11,1,0
0,0,11,1,0
0,1,11,1,0
0,0,11,1,0
0,1,11,1,0
196,0,11,0,0
183,1,11,0,183
0,0,11,1,0
0,0,11,1,0
0,0,11,1,0
69,0,11,1,0
43,0,11,1,0
150,1,11,0,150
0,1,11,0,0
32,0,11,1,0
0,0,11,1,0
0,0,11,1,0
0,0,11,1,0
0,1,11,1,0
145,0,11,0,0
0,0,11,1,0
0,1,11,1,0
83,0,12,1,0
0,0,12,1,0
0,0,12,1,0
153,1,12,0,153
0,1,12,1,0
166,0,12,0,0
0,0,12,1,0
0,0,12,1,0
66,1,12,1,66
0,0,12,1,0
0,0,12,1,0
0,1,12,1,0
62,0,12,1,0
81,1,12,0,81
176,1,12,0,176
67,0,12,1,0
0,0,12,1,0
0,0,12,1,0
0,1,12,1,0
169,0,12,0,0
0,1,12,1,0
0,1,12,1,0
0,1,12,1,0
85,1,12,1,85
0,0,12,1,0
164,1,12,0,164
135,1,12,0,135
0,1,12,1,0
12,1,12,1,12
35,1,12,1,35
80,0,12,1,0
0,1,1,1,0
0,0,1,1,0
0,0,1,1,0
0,0,1,1,0
0,0,1,1,0
59,1,1,1,59
0,1,1,0,0
0,0,1,1,0
97,1,1,0,97
89,0,1,1,0
0,1,1,1,0
0,1,1,1,0
200,0,1,0,0
0,0,1,1,0
0,1,1,1,0
0,0,1,1,0
69,1,1,1,69
0,0,1,1,0
0,0,1,1,0
0,1,1,1,0
0,0,1,1,0
123,0,1,0,0
0,0,1,1,0
0,1,1,1,0
193,1,1,0,193
0,0,1,1,0
135,1,1,0,135
0,0,1,1,0
0,0,1,1,0
0,0,1,1,0
0,0,1,1,0
0,1,2,1,0
0,1,2,1,0
0,1,2,1,0
0,0,2,1,0
0,1,2,1,0
0,0,2,1,0
129,0,2,0,0
12,1,2,1,12
43,0,2,0,0
103,1,2,0,103
0,1,2,1,0
0,1,2,1,0
0,0,2,1,0
0,0,2,1,0
0,1,2,1,0
0,0,2,1,0
145,1,2,0,145
0,0,2,1,0
0,1,2,1,0
0,0,2,1,0
0,0,2,1,0
180,0,2,0,0
0,0,2,1,0
0,0,2,1,0
98,1,2,1,98
0,1,2,1,0
0,0,2,1,0
0,1,2,1,0
0,1,2,1,0
11,0,3,1,0
0,0,3,1,0
0,1,3,1,0
103,1,3,0,103
0,1,3,1,0
183,1,3,0,183
138,0,3,0,0
139,1,3,0,139
0,1,3,1,0
63,1,3,1,63
0,0,3,1,0
0,1,3,1,0
0,0,3,1,0
0,0,3,1,0
96,1,3,0,96
114,0,3,0,0
0,1,3,1,0
0,0,3,1,0
0,0,3,1,0
0,1,3,1,0
0,0,3,1,0
0,0,3,1,0
101,0,3,0,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,1,3,1,0
28,0,3,1,0
0,1,3,1,0
0,0,3,1,0
194,1,3,0,194
53,0,4,1,0
0,1,4,1,0
0,0,4,1,0
29,1,4,1,29
0,1,4,1,0
0,0,4,1,0
0,1,4,1,0
0,0,4,1,0
110,0,4,0,0
0,0,4,1,0
0,1,4,1,0
0,1,4,1,0
135,1,4,0,135
94,1,4,1,94
0,1,4,1,0
0,0,4,1,0
121,0,4,0,0
0,0,4,1,0
0,1,4,1,0
0,1,4,1,0
0,0,4,1,0
0,1,4,1,0
0,0,4,1,0
0,0,4,1,0
51,0,4,1,0
77,1,4,1,77
0,1,4,1,0
105,0,4,0,0
0,0,4,1,0
0,0,4,1,0
70,0,5,1,0
0,0,5,1,0
17,0,5,1,0
63,1,5,1,63
0,0,5,1,0
160,1,5,0,160
0,1,5,1,0
0,0,5,1,0
55,0,5,1,0
0,0,5,1,0
91,0,5,0,0
0,0,5,1,0
0,0,5,1,0
85,0,5,0,0
0,0,5,1,0
0,1,5,1,0
0,0,5,1,0
119,1,5,0,119
0,0,5,1,0
30,0,5,1,0
0,1,5,1,0
15,1,5,1,15
181,1,5,0,181
0,1,5,1,0
81,0,5,1,0
0,1,5,1,0
27,1,5,1,27
0,1,5,1,0
0,0,5,0,0
0,1,5,1,0
0,0,5,1,0
0,1,6,1,0
0,0,6,1,0
0,0,6,1,0
0,0,6,1,0
0,0,6,1,0
59,1,6,1,59
115,0,6,0,0
37,0,6,1,0
0,0,6,1,0
85,1,6,1,85
0,1,6,1,0
0,1,6,1,0
0,1,6,1,0
0,1,6,1,0
0,1,6,1,0
0,0,6,1,0
0,0,6,1,0
199,1,6,0,199
0,0,6,1,0
1,1,6,1,1
0,0,6,1,0
0,1,6,1,0
0,1,6,1,0
